team,game_number,date_raw,opponent_raw,opponent_matched,home_away,match_confidence
Missouri,12,Nov. 28,Oklahoma,Oklahoma,home,1.0
Missouri State,1,Sept. 5,Sept.5 at Texas A&M,Texas A&M,away,0.89
Missouri State,2,,Septl2 Lindenwood,,home,0.0
Missouri State,3,,ee i te,,home,0.0
Missouri State,4,,EWE,,home,0.0
Missouri State,5,,ee Kennesaw ota,Kennesaw State,home,0.76
Missouri State,6,,a ann,,home,0.0
Missouri State,7,,ie al —,,home,0.0
Missouri State,8,Nov. 14,Nov.14 New Mexico State,New Mexico State,home,1.0
Missouri State,9,Nov. 21,Nov.21 atJacksonville State,Jacksonville State,away,0.95
Missouri State,10,Nov. 28,Nov.28 Liberty,Liberty,home,1.0
Missouri State,11,,Begs yas,,home,0.0
NC State,1,Aug. 29,Aug.29_ vs. Virginia #,Virginia,neutral,0.89
NC State,2,,— a,,home,0.0
NC State,3,,ept.19 at Vanderbilt,,away,0.74
NC State,4,,26,,home,0.0
NC State,5,,sept. Appalachian State,Appalachian State,home,0.87
NC State,6,,Ge iouieville,,home,0.7
NC State,7,Oct. 10,Oct.10 Wake Forest,Wake Forest,home,1.0
NC State,8,Oct. 24,Oct.24 at Stanford,Stanford,away,1.0
NC State,9,,wey ty,,home,0.0
NC State,10,,Re,,home,0.67
NC State,11,,Nov.l4 syracuse,,home,0.7
NC State,12,Nov. 2,Nov2l atFlorida State,Florida State,away,0.87
NC State,13,Nov. 28,Nov.28 atNorthCaroling,North Carolina,away,0.83
NC State,14,,"#Rio de Janeiro, Brazil",,home,0.0
Navy,1,Sept. 5,Towson,,home,
Navy,2,Sept. 12,at Florida Atlantic,Florida Atlantic,away,1.0
Navy,3,Sept. 25,at UAB,UAB,away,1.0
Navy,4,Oct. 3,at Air Force,Air Force,away,1.0
Navy,5,Oct. 10,Tulsa,Tulsa,home,1.0
Navy,6,Oct. 17,at UTSA,UTSA,away,1.0
Navy,7,Oct. 24,North Texas,North Texas,home,1.0
Navy,8,Oct. 31,vs. Notre Dame #,Notre Dame,neutral,1.0
Navy,9,Nov. 7,Temple,Temple,home,1.0
Navy,10,Nov. 21,Memphis,Memphis,home,1.0
Navy,11,Nov. 28,at Charlotte,Charlotte,away,1.0
Navy,12,Dec. 12,vs. Army %,Army,neutral,1.0
Nebraska,1,,2026 SCHEDULE,,home,0.0
Nebraska,2,Sept. 5,Sept.5 Ohio,Ohio,home,1.0
Nebraska,3,Sept. 12,Sept.12 Bowling Green,Bowling Green,home,1.0
Nebraska,4,Sept. 19,sept.19 North Dakota,North Dakota State,home,0.8
Nebraska,5,Sept. 26,Sept. 26 at Michigan - state,Michigan State,away,0.93
Nebraska,6,,ees Maryland,Maryland,home,0.8
Nebraska,7,,Ect lO Indiane,,home,0.57
Nebraska,8,,Uct.l/ at Oregon,,away,0.63
Nebraska,9,Oct. 31,«<Oct.31 Washington,Washington,home,0.87
Nebraska,10,Nov. 7,Nov.7 — atlllinois,,home,0.7
Nebraska,11,Nov. 14,Nov.14 at Rutgers,Rutgers,away,1.0
Nebraska,12,,MII nic state,,home,0.74
Nevada,1,,sept. WKU,,home,0.0
Nevada,2,Sept. 12,Sept.12 Montana State,,home,0.72
Nevada,3,Sept. 19,Sept.19 at Middle Tenn,Middle Tennessee,away,0.81
Nevada,4,Sept. 26,Sept.26 Air Force,Air Force,home,1.0
Nevada,5,Oct. 10,~Oct.10 = =atUTEP,,away,0.0
Nevada,6,Oct. 17,Oct.17 at North Dakota St,North Dakota State,away,0.91
Nevada,7,Oct. 24,Oct.24 SanJoséState,San Jose State,home,0.85
Nevada,8,Oct. 31,Oct.31 at UCLA,UCLA,away,1.0
Nevada,9,Nov. 7,Nov.7 New Mexico,New Mexico,home,1.0
Nevada,10,Nov. 14,Nov.14 atNorthernillinois,Northern Illinois,away,0.91
Nevada,11,Nov. 21,Nov.21 Hawai,Hawai'i,home,0.83
Nevada,12,Nov. 28,Nov.28 = at UNLV,UNLV,away,0.8
New Mexico,1,Sept. 5,Sept.5 =©Central Michigan,Central Michigan,home,0.94
New Mexico,2,Sept. 12,Sept 12 Mercyhurst,,home,0.0
New Mexico,3,,DePLIS atOklahoma,,away,0.64
New Mexico,4,Sept. 26,sept. 26 at New Mexico st,New Mexico,away,0.87
New Mexico,5,,get rep,,home,0.0
New Mexico,6,Oct. 17,Oct.17 atHawai’,,away,0.67
New Mexico,7,Oct. 24,Oct. 24 North Dakota State,North Dakota State,home,1.0
New Mexico,8,Oct. 3,Uct3l at San José State,San Jose State,away,0.87
New Mexico,9,Nov. 7,Nov.7 atNevada,Nevada,away,0.86
New Mexico,10,Nov. 14,Nov.14 UNLV,UNLV,home,1.0
New Mexico,11,Nov. 21,Nov.21 atWyoming,Wyoming,away,0.88
New Mexico,12,,Nov.do AirForce,,home,0.67
New Mexico,13,,BW etal!,,home,0.0
New Mexico State,1,,six wins is there if the,,home,0.0
New Mexico State,2,,plays,,home,0.0
New Mexico State,3,,2026 SCHEDULE,,home,0.0
New Mexico State,4,Aug. 29,Aug.29 at Florida State,Florida State,away,1.0
New Mexico State,5,,Mercynurst,,home,0.0
New Mexico State,6,,ee at Hawa,,away,0.57
New Mexico State,7,Sept. 26,«Sept.26 New Mexico,New Mexico,home,0.91
New Mexico State,8,,ee ate,,home,0.62
New Mexico State,9,Oct. 21,Oct.21 atSam peste,,away,0.0
New Mexico State,10,Oct. 28,Oct. 28 ESE State,,home,0.71
New Mexico State,11,,Nov/ sail,,home,0.0
New Mexico State,12,Nov. 14,Nov.14 at Missouri | State,Missouri State,away,1.0
New Mexico State,13,Nov. 21,Nov.21 Delaware,Delaware,home,1.0
New Mexico State,14,Nov. 28,Nov.28 atMiddle lennessee,Middle Tennessee,away,0.88
North Carolina,1,Aug. 29,vs. TCU #,TCU,neutral,1.0
North Carolina,2,Sept. 12,East Tennessee St.,,home,
North Carolina,3,Sept. 19,at Clemson,Clemson,away,1.0
North Carolina,4,Oct. 3,Notre Dame,Notre Dame,home,1.0
North Carolina,5,Oct. 10,at Pitt,Pitt,away,1.0
North Carolina,6,Oct. 17,at Duke,Duke,away,1.0
North Carolina,7,Oct. 24,Syracuse,Syracuse,home,1.0
North Carolina,8,Oct. 31,Miami (Fla.),Miami (Fla.),home,1.0
North Carolina,9,Nov. 7,at UConn,UConn,away,1.0
North Carolina,10,Nov. 14,Louisville,Louisville,home,1.0
North Carolina,11,Nov. 21,at Virginia,Virginia,away,1.0
North Carolina,12,Nov. 28,NC State,NC State,home,1.0
North Dakota State,1,Aug. 29,Aug.29 Jacksonville State,Jacksonville State,home,1.0
North Dakota State,2,,a foveal,,home,0.0
North Dakota State,3,,ept.12 atAirForce,,away,0.62
North Dakota State,4,,19 St,,home,0.0
North Dakota State,5,,Sent. at Sacramento,,away,0.65
North Dakota State,6,Oct. 3,Oct.3 Wyoming,Wyoming,home,1.0
North Dakota State,7,Oct. 10,Oct.10 at UNIV,UNLV,away,0.75
North Dakota State,8,,Nevada,Nevada,home,1.0
North Dakota State,9,Oct. 24,Uct.24 at New Mexico,New Mexico,away,1.0
North Dakota State,10,,bb,,home,0.0
North Dakota State,11,,Novl4 athawalt _,,home,0.0
North Dakota State,12,Nov. 21,Nov. 21 Northern Illinois,Northern Illinois,home,1.0
North Dakota State,13,Nov. 28,Nov.28 atSanJoséState,San Jose State,away,0.79
North Dakota State,14,,§6TEAM INFORMATION,,home,0.0
North Texas,1,Sept. 5,Sept.5 atIndiana,Indiana,away,0.88
North Texas,2,,SePL 2 UNLV,,home,0.0
North Texas,3,,S8PLIS atlexasstate,,home,0.0
North Texas,4,,= : — alla!,,home,0.0
North Texas,5,,ip,,home,0.0
North Texas,6,,get charlotte,Charlotte,home,0.82
North Texas,7,Oct. 24,Oct.24 at Navy,Navy,away,1.0
North Texas,8,Oct. 29,Oct.29 Florida Atlantic,Florida Atlantic,home,1.0
North Texas,9,,Nov? Rice,,home,0.62
North Texas,10,,Novl4 atUlsA,,away,0.0
North Texas,11,,Now2l at Tulane,,away,0.67
North Texas,12,,a“,,home,0.0
North Texas,13,,a a,,home,0.0
Northern Illinois,1,Sept. 5,Sept.5 atlowa,,home,0.6
Northern Illinois,2,Sept. 12,Sept.12 Illinois State,,home,0.73
Northern Illinois,3,Sept. 19,Sept.19 atArizona,Arizona,away,0.88
Northern Illinois,4,Sept. 26,Sept. 26 aL Georg state,Georgia State,home,0.81
Northern Illinois,5,,= AirForce,Air Force,home,0.84
Northern Illinois,6,Oct. 17,Oct.17 atWyoming,Wyoming,away,0.88
Northern Illinois,7,Oct. 24,Oct.24 Hawai’,Hawai'i,home,0.77
Northern Illinois,8,Oct. 31,<Oct.31) = at UNLV,,away,0.62
Northern Illinois,9,Nov. 7,Nov.7 atSan Jose State,San Jose State,away,0.93
Northern Illinois,10,,Nov.l4 Nevada,,home,0.63
Northern Illinois,11,Nov. 2,Nov.2l atNorthDakotaSt,,away,0.74
Northern Illinois,12,Nov. 28,«“Nov.28 UTEP,,home,0.73
Northwestern,1,Sept. 5,Sept.5 South DakotaState,North Dakota State,home,0.86
Northwestern,2,,SepLl9 Colorado,,home,0.7
Northwestern,3,,a aes,,home,0.0
Northwestern,4,,Ball,,home,0.6
Northwestern,5,Oct. 10,Oct.10 State,NC State,home,0.77
Northwestern,6,Oct. 17,Oct.17 atMichigan State,Michigan State,away,0.93
Northwestern,7,Oct. 24,Uct.24 hutgers,Rutgers,home,0.86
Northwestern,8,Oct. 31,Oct.31 at Oregon,Oregon,away,1.0
Northwestern,9,Nov. 7,Nov.7 lowe,,home,0.0
Northwestern,10,,14,,home,0.0
Northwestern,11,,Nov. at Ohio State,Ohio State,away,0.83
Northwestern,12,Nov. 21,Nov.21 at Minnesota,Minnesota,away,1.0
Northwestern,13,Nov. 28,Nov.28 Illinois,Illinois,home,1.0
Northwestern,14,,§6TEANM INFORMATION,,home,0.0
Notre Dame,1,Sept. 6,vs. Wisconsin #,Wisconsin,neutral,1.0
Notre Dame,2,Sept. 12,Rice,Rice,home,1.0
Notre Dame,3,Sept. 19,Michigan State,Michigan State,home,1.0
Notre Dame,4,Sept. 26,at Purdue,Purdue,away,1.0
Notre Dame,5,Oct. 3,at North Carolina,North Carolina,away,1.0
Notre Dame,6,Oct. 10,Stanford,Stanford,home,1.0
Notre Dame,7,Oct. 17,at BYU,BYU,away,1.0
Notre Dame,8,Oct. 31,vs. Navy %,Navy,neutral,1.0
Notre Dame,9,Nov. 7,Miami (Fla.),Miami (Fla.),home,1.0
Notre Dame,10,Nov. 14,Boston College,Boston College,home,1.0
Notre Dame,11,Nov. 21,SMU,SMU,home,1.0
Notre Dame,12,Nov. 28,at Syracuse,Syracuse,away,1.0
Ohio,1,Sept. 5,Sept.5 at Nebraska,Nebraska,away,1.0
Ohio,2,Sept. 12,Sept. 12 Jacksonville State,Jacksonville State,home,1.0
Ohio,3,Sept. 19,Sept. 19 at South Alabama,South Alabama,away,1.0
Ohio,4,Sept. 26,Sept. 26 Stonehill,,home,0.0
Ohio,5,Oct. 3,Uct.3 atKentState,Kent State,away,0.86
Ohio,6,Oct. 10,Oct.10 Central Michigan,Central Michigan,home,1.0
Ohio,7,Oct. 1,Uct.1/ atSacramento st,Sacramento State,away,0.79
Ohio,8,Oct. 24,Oct.24 Eastern Michigan,Eastern Michigan,home,1.0
Ohio,9,Nov. 3,Nov.3 atAkron,Akron,away,0.83
Ohio,10,Nov. 10,Nov.10 atMiami (Ohio),Miami (Ohio),away,0.92
Ohio,11,Nov. 17,Nov.17 Ball State,Ball State,home,1.0
Ohio,12,Nov. 2,Nov.2/ Toledo,Toledo,home,0.86
Ohio,13,,BE Ao,,home,0.0
Ohio State,1,Sept. 5,Sept.5 Ball State,Ball State,home,1.0
Ohio State,2,,Sept.l2 atlexas,,home,0.0
Ohio State,3,,Sept lS Kent state,,home,0.71
Ohio State,4,Sept. 26,SePt26 IMinols,,home,0.67
Ohio State,5,,ly,,home,0.0
Ohio State,6,Oct. 10,Oct.10 Maryland,Maryland,home,1.0
Ohio State,7,Oct. 17,Oct.17 atIndiana 3,Indiana,away,0.78
Ohio State,8,,Act 31 at USC,,away,0.0
Ohio State,9,,ay Oregon,Oregon,home,0.8
Ohio State,10,Nov. 14,Nov.14 Northwestern,Northwestern,home,1.0
Ohio State,11,Nov. 21,Nov.21 atNebraska,Nebraska,away,0.89
Ohio State,12,Nov. 28,Nov.28 = Michigan,Michigan,home,0.89
Oklahoma,1,Sept. 5,UTEP,UTEP,home,1.0
Oklahoma,2,Sept. 12,at Michigan,Michigan,away,1.0
Oklahoma,3,Sept. 19,New Mexico,New Mexico,home,1.0
Oklahoma,4,Sept. 26,at Georgia,Georgia,away,1.0
Oklahoma,5,Oct. 10,vs. Texas #,Texas,neutral,1.0
Oklahoma,6,Oct. 17,Kentucky,Kentucky,home,1.0
Oklahoma,7,Oct. 24,at Mississippi State,Mississippi State,away,1.0
Oklahoma,8,Oct. 31,South Carolina,South Carolina,home,1.0
Oklahoma,9,Nov. 7,at Florida,Florida,away,1.0
Oklahoma,10,Nov. 14,Ole Miss,Ole Miss,home,1.0
Oklahoma,11,Nov. 21,Texas A&M,Texas A&M,home,1.0
Oklahoma,12,Nov. 28,at Missouri,Missouri,away,1.0
Oklahoma State,1,Sept. 5,at Tulsa,Tulsa,away,1.0
Oklahoma State,2,Sept. 12,Oregon,Oregon,home,1.0
Oklahoma State,3,Sept. 19,Murray State,,home,
Oklahoma State,4,Sept. 26,at West Virginia,West Virginia,away,1.0
Oklahoma State,5,Oct. 10,UCF,UCF,home,1.0
Oklahoma State,6,Oct. 17,at Houston,Houston,away,1.0
Oklahoma State,7,Oct. 24,Colorado,Colorado,home,1.0
Oklahoma State,8,Oct. 31,at Iowa State,Iowa State,away,1.0
Oklahoma State,9,Nov. 7,at Kansas State,Kansas State,away,1.0
Oklahoma State,10,Nov. 14,Texas Tech,Texas Tech,home,1.0
Oklahoma State,11,Nov. 21,at Arizona State,Arizona State,away,1.0
Oklahoma State,12,Nov. 28,Kansas,Kansas,home,1.0
Old Dominion,1,Sept. 5,Sept.5 =©Norfolk State,,home,0.61
Old Dominion,2,Sept. 12,sept. 12 at Virginia Tech,Virginia Tech,away,1.0
Old Dominion,3,Sept. 19,Sept. 19 Fast Carolina,East Carolina,home,0.92
Old Dominion,4,Sept. 26,Sept. 26 James Madison,James Madison,home,1.0
Old Dominion,5,Oct. 3,Oct.3 at Georgia State,Georgia State,away,1.0
Old Dominion,6,Oct. 10,Oct.10 atAppalachian State,Appalachian State,away,0.94
Old Dominion,7,,Oct-15 Georgia Southem,,home,0.74
Old Dominion,8,Oct. 24,Oct.24 atLouisiana lech,Louisiana Tech,away,0.87
Old Dominion,9,Oct. 31,Oct.31 Marshall,Marshall,home,1.0
Old Dominion,10,,Nov? atCoastalCarolina,Coastal Carolina,away,0.79
Old Dominion,11,Nov. 21,Nov. 21 atUConn,UConn,away,0.83
Old Dominion,12,Nov. 28,Nov.28 Southern Miss,Southern Miss,home,1.0
Old Dominion,13,,§=6TEAM INFORMATION,,home,0.0
Ole Miss,1,Sept. 6,vs. Louisville #,Louisville,neutral,1.0
Ole Miss,2,Sept. 12,Charlotte,Charlotte,home,1.0
Ole Miss,3,Sept. 19,LSU,LSU,home,1.0
Ole Miss,4,Sept. 26,at Florida,Florida,away,1.0
Ole Miss,5,Oct. 10,at Vanderbilt,Vanderbilt,away,1.0
Ole Miss,6,Oct. 17,Missouri,Missouri,home,1.0
Ole Miss,7,Oct. 24,at Texas,Texas,away,1.0
Ole Miss,8,Oct. 31,Auburn,Auburn,home,1.0
Ole Miss,9,Nov. 7,Georgia,Georgia,home,1.0
Ole Miss,10,Nov. 14,at Oklahoma,Oklahoma,away,1.0
Ole Miss,11,Nov. 21,Wofford,,home,
Ole Miss,12,Nov. 28,Mississippi State,Mississippi State,home,1.0
Oregon,1,Sept. 5,Sept.5 Boise State,Boise State,home,1.0
Oregon,2,Sept. 12,Sept.12 atOklahoma State,Oklahoma State,away,0.93
Oregon,3,Sept. 19,Sept.19 Portland State,,home,0.71
Oregon,4,Sept. 26,Sept.26 atUSC,USC,away,0.75
Oregon,5,Oct. 10,Oct.10 UCLA,UCLA,home,1.0
Oregon,6,Oct. 17,Oct.17 Nebraska,Nebraska,home,1.0
Oregon,7,Oct. 24,Oct.24 atillinois,Illinois,home,0.89
Oregon,8,Oct. 31,Oct.31 Northwestern,Northwestern,home,1.0
Oregon,9,,atOhio,Ohio,away,1.0
Oregon,10,,Now? State,Iowa State,home,0.8
Oregon,11,,Nowl4 Michigan,,home,0.73
Oregon,12,Nov. 2,Nov.2l atMichigan State,Michigan State,away,0.88
Oregon,13,Nov. 28,Nov.28 Washington,Washington,home,1.0
Oregon State,1,Sept. 5,Sept.5 atHouston,Houston,away,0.88
Oregon State,2,Sept. 2,Sept.2 Texas Tech,Texas Tech,home,1.0
Oregon State,3,Sept. 13,Sept.13 Montana,,home,0.57
Oregon State,4,,Septab at UItr,,away,0.0
Oregon State,5,,Ott.3 — atColorado State,,away,0.74
Oregon State,6,,al eyo atte,,home,0.62
Oregon State,7,,Ot Washington state),Washington State,home,0.89
Oregon State,8,Oct. 31,Oct. 31 at Fresno State,Fresno State,away,1.0
Oregon State,9,Nov. 7,Nov.7 Texas State,Texas State,home,1.0
Oregon State,10,Nov. 14,Nov.14 at Boise State,Boise State,away,1.0
Oregon State,11,Nov. 21,Nov.21 Utah State,Utah State,home,1.0
Oregon State,12,,St,,home,0.0
Oregon State,13,Nov. 28,Nov.28 at Washington,Washington,away,1.0
Oregon State,14,,#Projected Flex Opponent,,home,0.0
Penn State,1,Sept. 5,Sept.5 Marshall,Marshall,home,1.0
Penn State,2,Sept. 12,Sept.12 atTemple,Temple,away,0.86
Penn State,3,,"Sept, 19 Buffalo",,home,0.64
Penn State,4,Sept. 26,sept. 26 Wisconsin,Wisconsin,home,1.0
Penn State,5,,eee *t Northwestern,Northwestern,home,0.8
Penn State,6,,a a,,home,0.0
Penn State,7,,ct.17 at Michigan,,away,0.73
Penn State,8,,lou? at Washington,Washington,away,0.8
Penn State,9,Nov. 14,Nov.14 Minnesota,Minnesota,home,1.0
Penn State,10,Nov. 2,Nov.2t Rutgers,Rutgers,home,0.88
Penn State,11,,Now28 at Maryland,,away,0.73
Penn State,12,,ee,,home,0.0
Pitt,1,Sept. 5,Sept.5 Miami (Ohio),Miami (Ohio),home,1.0
Pitt,2,,SePL12 Ul,,home,0.0
Pitt,3,,Sept. = 1/ Syracuse an,,home,0.55
Pitt,4,,of,,home,0.0
Pitt,5,Oct. 2,Oct.2 at Virginia Tech,Virginia Tech,away,1.0
Pitt,6,Oct. 10,Oct.10 North Carolina,North Carolina,home,1.0
Pitt,7,Oct. 1,Oct.1/ at Boston College,Boston College,away,0.93
Pitt,8,Oct. 24,Oct.24 at Miami (Fla.),Miami (Fla.),away,0.92
Pitt,9,Oct. 31,Oct.31 Georgia Tech,Georgia Tech,home,1.0
Pitt,10,Nov. 13,Nov.13 Florida State,Florida State,home,1.0
Pitt,11,Nov. 21,Nov.21 atLouisville,Louisville,away,0.91
Pitt,12,Nov. 28,Nov.28 atCal,Cal,away,0.75
Purdue,1,Sept. 5,Indiana State,,home,
Purdue,2,Sept. 12,Wake Forest,Wake Forest,home,1.0
Purdue,3,Sept. 19,at UCLA,UCLA,away,1.0
Purdue,4,Sept. 26,Notre Dame,Notre Dame,home,1.0
Purdue,5,Oct. 3,at Illinois,Illinois,away,1.0
Purdue,6,Oct. 10,Minnesota,Minnesota,home,1.0
Purdue,7,Oct. 17,Washington,Washington,home,1.0
Purdue,8,Oct. 31,at Penn State,Penn State,away,1.0
Purdue,9,Nov. 7,Maryland,Maryland,home,1.0
Purdue,10,Nov. 14,at Iowa,Iowa,away,1.0
Purdue,11,Nov. 21,Wisconsin,Wisconsin,home,1.0
Purdue,12,Nov. 28,at Indiana,Indiana,away,1.0
Rice,1,Sept. 5,Sept.5 Houston Christian,,home,0.58
Rice,2,Sept. 12,Sept. 12 at Notre Dame,Notre Dame,away,1.0
Rice,3,Sept. 19,Sept. 19 Western Michigan,Western Michigan,home,1.0
Rice,4,Sept. 26,Sept.26 at Fresno State,Fresno State,away,1.0
Rice,5,,a rsa,,home,0.62
Rice,6,,Net.10 at Fast Carolina,East Carolina,away,0.79
Rice,7,,ee Tulsa,Tulsa,home,0.77
Rice,8,Oct. 24,Oct.24 atFloridaAtlantic,Florida Atlantic,away,0.91
Rice,9,,Nov./ at North Texas,North Texas,away,0.79
Rice,10,,femme TUtane,,home,0.0
Rice,11,,Nov.l3 at Temple,,away,0.63
Rice,12,Nov. 28,Nov.28 Army,Army,home,1.0
Rutgers,1,Sept. 3,sept.3 UMass,UMass,home,1.0
Rutgers,2,Sept. 1,Sept.1l at Boston College,Boston College,away,0.93
Rutgers,3,Sept. 19,Sept.19 USC,USC,home,1.0
Rutgers,4,Sept. 26,Sept.26 Howard,,home,0.6
Rutgers,5,Oct. 3,Oct.3 Indiana,Indiana,home,1.0
Rutgers,6,Oct. 17,Oct.17 at Maryland,Maryland,away,1.0
Rutgers,7,Oct. 24,Oct.24 at Northwestern,Northwestern,away,1.0
Rutgers,8,Oct. 31,Oct.31 Michigan,Michigan,home,1.0
Rutgers,9,,Nov? at Wisconsin,Wisconsin,away,0.78
Rutgers,10,Nov. 14,Nov.14 Nebraska,Nebraska,home,1.0
Rutgers,11,Nov. 21,Nov.21 atPenn State,Penn State,away,0.91
Rutgers,12,Nov. 28,Nov.28 Michigan State,Michigan State,home,1.0
SMU,1,,Sept./ at Florida State,Florida State,away,0.79
SMU,2,,Sept.l2 UC Davis,,home,0.0
SMU,3,,sine ne,,home,0.0
SMU,4,,i Se aes,,home,0.44
SMU,5,,eee veston Covege,,home,0.65
SMU,6,Oct. 17,Oct.17 Virginia,Virginia,home,1.0
SMU,7,,Net 24 Cal,,home,0.0
SMU,8,,si a la,,home,0.0
SMU,9,Nov. 7,Nov.7 Virginia Tech,Virginia Tech,home,1.0
SMU,10,,Wov.14 Wake Forest,Wake Forest,home,0.76
SMU,11,Nov. 21,Nov.21 atNotre Dame,Notre Dame,away,0.91
SMU,12,Nov. 28,Nov.28 atStanford,Stanford,away,0.89
Sacramento State,1,Aug. 29,Aug.29 at Eastern Michigan,Eastern Michigan,away,1.0
Sacramento State,2,Sept. 5,Ssept.5 Miss. Valley St,,home,0.0
Sacramento State,3,,Septl2 attresno state,,home,0.67
Sacramento State,4,Sept. 19,Sept.19 North Dakota State,North Dakota State,home,1.0
Sacramento State,5,Sept. 26,Sept. 26 UMass,UMass,home,1.0
Sacramento State,6,Oct. 10,Oct.10 atBowling Green,Bowling Green,away,0.93
Sacramento State,7,,Oct? Ohio,,home,0.62
Sacramento State,8,Oct. 24,Oct.24 at Ball State,Ball State,away,1.0
Sacramento State,9,Oct. 30,Oct.30 KentState,Kent State,home,0.95
Sacramento State,10,Nov. 4,Nov.4 Toledo,Toledo,home,1.0
Sacramento State,11,,Nov.ll atCentral Michigan,Central Michigan,away,0.78
Sacramento State,12,Nov. 28,~Nov.28 = atHawatt,,away,0.0
Sam Houston,1,Sept. 9,sept. 9 at Troy,Troy,away,1.0
Sam Houston,2,Sept. 12,Sept.12 Tulsa,Tulsa,home,1.0
Sam Houston,3,Sept. 19,Sept.19 Nicholls,,home,0.0
Sam Houston,4,Sept. 26,Sept. 26 at Texas Teen,Texas Tech,away,0.8
Sam Houston,5,Oct. 8,Oct.8 — atLiberty,Liberty,away,0.78
Sam Houston,6,Oct. 14,Oct.14 WKU,WKU,home,1.0
Sam Houston,7,Oct. 21,Oct.21 NewMexicoState,New Mexico State,home,0.93
Sam Houston,8,Oct. 27,Oct.27 atMissouri State,Missouri State,away,0.93
Sam Houston,9,Nov. 7,Nov.7 atJacksonvilleState,Jacksonville State,away,0.92
Sam Houston,10,Nov. 14,Nov.14 Kennesaw State,Kennesaw State,home,1.0
Sam Houston,11,Nov. 21,Nov21 MiddleTennessee,Middle Tennessee,home,0.97
Sam Houston,12,Nov. 28,Nov.28 at FIU,FIU,away,1.0
San Diego State,1,Sept. 5,Portland State,,home,
San Diego State,2,Sept. 12,at UCLA,UCLA,away,1.0
San Diego State,3,Sept. 19,James Madison,James Madison,home,1.0
San Diego State,4,Sept. 26,at Toledo,Toledo,away,1.0
San Diego State,5,Oct. 3,Texas State,Texas State,home,1.0
San Diego State,6,Oct. 10,at Oregon State,Oregon State,away,1.0
San Diego State,7,Oct. 17,Fresno State,Fresno State,home,1.0
San Diego State,8,Oct. 24,at Colorado State,Colorado State,away,1.0
San Diego State,9,Oct. 31,Washington State,Washington State,home,1.0
San Diego State,10,Nov. 14,Utah State,Utah State,home,1.0
San Diego State,11,Nov. 21,at Boise State,Boise State,away,1.0
San Diego State,12,Nov. 28,at Fresno State #,Fresno State,away,1.0
San Jose State,1,Aug. 29,Aug.29 atUSC,USC,away,0.75
San Jose State,2,Sept. 4,Sept.4 atEastern Michigan,Eastern Michigan,away,0.94
San Jose State,3,,_ at,,away,0.0
San Jose State,4,,pl,,home,0.0
San Jose State,5,Oct. 3,Uct.3 athawal,,home,0.0
San Jose State,6,Oct. 10,Oct.10 Wyoming,Wyoming,home,1.0
San Jose State,7,,eta at UTEP,,away,0.67
San Jose State,8,Oct. 24,Uct.24 at Nevada,Nevada,away,1.0
San Jose State,9,,ee al) New Mexico,,home,0.74
San Jose State,10,,Northern,Northwestern,home,0.8
San Jose State,11,,Nov? Illinois,Illinois,home,0.76
San Jose State,12,,Nova atAir Force,,away,0.72
San Jose State,13,Nov. 21,Nov21 UNL,UNLV,home,0.86
San Jose State,14,Nov. 28,Nov.28 North Dakota State,North Dakota State,home,1.0
South Alabama,1,Sept. 5,sept.5 SELouisiana,Louisiana,home,0.9
South Alabama,2,Sept. 12,Sept. 12 at Tulane,Tulane,away,1.0
South Alabama,3,Sept. 26,Sept.26 at Kentucky,Kentucky,away,1.0
South Alabama,4,Oct. 3,Oct.3 ULM,ULM,home,1.0
South Alabama,5,Oct. 8,Oct.8 atArkansas State,Arkansas State,away,0.93
South Alabama,6,Oct. 20,Oct.20 at Marshall,Marshall,away,1.0
South Alabama,7,Oct. 31,Oct.31 Louisiana Tech,Louisiana Tech,home,1.0
South Alabama,8,Nov. 7,Nov.7 at Louisiana,Louisiana,away,1.0
South Alabama,9,Nov. 14,Nov.14 Troy,Troy,home,1.0
South Alabama,10,Nov. 2,Nov2l atSouthern Miss,Southern Miss,away,0.87
South Alabama,11,Nov. 28,Nov.28 Appalachian State,Appalachian State,home,1.0
South Carolina,1,Sept. 5,Kent State,Kent State,home,1.0
South Carolina,2,Sept. 12,Towson,,home,
South Carolina,3,Sept. 19,Mississippi State,Mississippi State,home,1.0
South Carolina,4,Sept. 26,at Alabama,Alabama,away,1.0
South Carolina,5,Oct. 3,Kentucky,Kentucky,home,1.0
South Carolina,6,Oct. 10,at Florida,Florida,away,1.0
South Carolina,7,Oct. 24,Tennessee,Tennessee,home,1.0
South Carolina,8,Oct. 31,at Oklahoma,Oklahoma,away,1.0
South Carolina,9,Nov. 7,Texas A&M,Texas A&M,home,1.0
South Carolina,10,Nov. 14,at Arkansas,Arkansas,away,1.0
South Carolina,11,Nov. 21,Georgia,Georgia,home,1.0
South Carolina,12,Nov. 28,at Clemson,Clemson,away,1.0
South Florida,1,Sept. 5,FIU,FIU,home,1.0
South Florida,2,Sept. 12,at Army,Army,away,1.0
South Florida,3,Sept. 19,Delaware State,,home,
South Florida,4,Sept. 26,at Bowling Green,Bowling Green,away,1.0
South Florida,5,Oct. 3,Temple,Temple,home,1.0
South Florida,6,Oct. 8,at UTSA,UTSA,away,1.0
South Florida,7,Oct. 17,Kent State,Kent State,home,1.0
